rank,name,price,sales7,gmv7,sales_total,gmv_total,commission,listed_days,shop,category,rating,reviews,source,price_score,growth_score,commission_score,competition_score,lifecycle_score,shop_score,market_heat,viability,potential,markers
283,"""1pc Elegant Heart Key Pendant Bracelet, Women's Bracelet, 13 Small Pendants, Bohemian Style, Shiny and Exquisite Silvery, Women's Fashion Jewelry Accessories, Suitable for Wife, Girlfriend, Fashion Gift, Birthday Gift "" bangle, Bracelets, Accessories Fo",8.69,2165.0,1.89,4798.0,4.27,10.0,,Jadeglow Lane,手环与手链,,,products_sales_us.csv,100.0,47.9,50.0,20.0,60.0,60.0,51.6,63.5,56.9,价格战红海
446,Men's Wallet RFID Slim Smart Wallet Card Holder with AirTag Holder Leather Carbon Fiber Minimalist Pop Up Wallet 9-14 Card Capacity ID Window Cash Slot for Everyday Carry Front Pocket Travel Gift for Men,12.5,1561.0,2.35,1.16,18.36,6.0,,Chic Odyssey,首饰套装,,,products_sales_us.csv,100.0,49.9,30.0,36.0,60.0,60.0,52.9,61.7,56.9,价格战红海
456,"925 Sterling Silver Rose Gold Plated Celtic Knot Ring Anillo Nudo de Bruja Plata Original Witch Knot Jewelry, Cubic Zirconia Decorated S925 Witches Knot Ring, Witchtok Witch Jewerly Pagan Jewelry for Devotion for Protection Gift for Her,Mother's day Gift",18.98,1542.0,3.28,1.98,44.42,10.0,,Vinci Jewelry,戒指,,,products_sales_us.csv,100.0,48.1,50.0,20.0,60.0,60.0,51.7,63.5,56.9,价格战红海
31,"Women's Retro Aviator Sunglasses - 2026 New Multi-Color Gradient Shades, Smaller Fit Casual Street-Style Outdoor Sunglasses for Female, Stylish Accessories for Women, Sunglasses For Women, Womens Sunglasses",,6082.0,5.88,2.69,26.61,12.0,,Halo Daily Shop,太阳镜,,,products_sales_us.csv,60.0,69.4,60.0,20.0,60.0,60.0,66.6,52.0,56.8,
108,"Fashion O Men‘s Sunglasses Case - Great for Cycling, Motorcycle Riding, Fishing & outdoors",,3535.0,11.1,2.55,82.59,12.0,,Fihejyd Bloom,眼镜盒与配件,,,products_sales_us.csv,60.0,57.3,60.0,44.0,60.0,60.0,58.1,56.8,56.8,
361,"Men's Adjustable Leather Ratchet Belt with Automatic Buckle, No-Hole Dress Belt for Casual & Business Wear, Perfect Gift for Dad tiktokshopbacktoschool,back to school,back to school haul",11.0,1826.0,2.06,6.6,72.49,10.0,,XMWUS,皮带,,,products_sales_us.csv,100.0,47.6,50.0,20.0,60.0,60.0,51.3,63.5,56.8,价格战红海
309,"S925 Sterling Silver Moonstone Synthetic Women's Adjustable Thumb Open Ring, Victoria Vintage Style Hypoallergenic Nickel Free, Retro Floral, Lucky, Faith, Mother's Love Ring, Bohemian Style, Daily, Party, Holiday, Valentine's Day, Halloween, Easter Gift",21.3,2037.0,5.06,3448.0,8.64,10.0,,Vinci Jewelry,戒指,,,products_sales_us.csv,100.0,47.5,50.0,20.0,60.0,60.0,51.2,63.5,56.7,价格战红海
38,"1pc Arpurraina Money Attraction Bracelet with Green Aventurine & Tiger Eye beaded jewelry protection bracelet encouragement gift fashion artificial bracelet of the day Colorblock Beaded Crystal Bracelet ,Manifestation, Wealth Amulet, Good Fortune,",,5388.0,5.65,11.34,113.61,15.0,,Arpurraina,手环与手链,,,products_sales_us.csv,60.0,61.2,75.0,20.0,60.0,60.0,60.9,55.8,56.6,
330,Money Magnet! Lucky Four-Leaf Clover Green Aventurine Bracelet - Manifest Wealth & Prosperity Crystal Charm,9.26,1939.0,1.53,4466.0,3.6,10.0,,HEILSZHSHOP,手环与手链,,,products_sales_us.csv,100.0,47.1,50.0,20.0,60.0,60.0,51.0,63.5,56.6,价格战红海
389,"ViewSelect Blue Light Blocking Progressive Reading Glasses with Spring Hinge - HD Anti-Fatigue Computer Readers for Men & Women (Black, Orange, Clear)",10.0,1733.0,2.28,3484.0,4.18,10.0,,Blink n Bling,镜框与镜片,,,products_sales_us.csv,100.0,46.3,50.0,20.0,60.0,60.0,50.4,63.5,56.4,价格战红海
76,Lush Haute Wear and Go Body Wave Headband Wig Synthetic Wavy Wig for Women Glueless Wig with Headband Attached Heat Friendly 22 inch,,4193.0,11.32,2.45,69.88,10.0,,Lush Haute,化纤全机制头套,,,products_sales_us.csv,60.0,60.7,50.0,44.0,60.0,60.0,60.5,54.3,56.3,
407,"Middle Finger FAFO Keychain Aluminum Alloy - Compact, Stylish, 3D Double-Sided Mirror Design, UV Protective Coating, Practical Fashion Accessory for Shopping Use",10.99,1679.0,1.99,1786.0,2.12,10.0,,Meme-Azon,钥匙扣,,,products_sales_us.csv,100.0,46.2,50.0,20.0,60.0,60.0,50.3,63.5,56.3,价格战红海
434,"Classic Gold-Tone Promise Ring for Women, Princess Cut Matching 2 Piece Sets, Stacking Band Jewelry for Womens Gifts, Gold Jewelry, Rings For Women, Gold Rings, Matching Promise Rings",9.49,1600.0,1.54,4786.0,4.08,10.02,,xb Jewelry,戒指,,,products_sales_us.csv,100.0,45.9,50.1,20.0,60.0,60.0,50.1,63.5,56.3,价格战红海
18,"Cute Hair Clip Decor Hairband, Novelty Multifunction Hair Hoop with Clips, Hair Accessories for Women, Hairstyle Accessory, Minimalist Headwear, Trendy Hair Hoop, Minimalist Hair Hoops, mothers day gift, Hairclip Headband, Fashion Headbands",,8071.0,1.28,3.32,5.74,8.0,,Chic Pendants,发带发箍,,,products_sales_us.csv,60.0,77.2,40.0,20.0,60.0,60.0,72.0,47.0,56.2,
49,"Creative Slogan Metal Keychain, Stainless Steel Key Ring with Long Bar Pendant for Car Keys, Cute Fashion Accessory for Men and Women, Perfect Valentine's Day Gift and Keychain for Bags",10.99,4920.0,4.97,9386.0,9.12,5.0,,Koeyra,钥匙扣,,,products_sales_us.csv,100.0,58.0,25.0,20.0,60.0,60.0,58.6,57.2,56.2,价格战红海
479,"Men's Watch Set, Creative Snake Head Blue Light Glass, Rotary Steel Band Watch + Pixiu Bead Bracelet, 2pcs/set, All Seasons",,1488.0,1.43,5534.0,5.38,8.0,,Jusmi Watch,男表,,,products_sales_us.csv,60.0,45.5,40.0,84.0,60.0,60.0,49.8,59.8,56.2,
169,"Women's Elegant Geometric Print Two-Piece Set, Beach Sun Protection Long Robe & Scarf for All Seasons, Fashion Accessory, Beach Cover-Ups, Swimsuit Coverups, Swimwear Cover Up",12.9,2841.0,3.79,3569.0,5.16,8.0,,Trendy Moo,围巾&围脖,,,products_sales_us.csv,100.0,50.4,40.0,20.0,60.0,60.0,53.3,61.0,56.1,价格战红海
175,"Little Reminders Keychain for Women Men, You Are Enough Inspirational Keyring, Uplifting Gift for Friends",9.99,2816.0,2.52,2817.0,2.52,8.0,,EMkimi,钥匙扣,,,products_sales_us.csv,100.0,50.3,40.0,20.0,60.0,60.0,53.2,61.0,56.1,价格战红海
487,CASSIECA 11pairs Flat Back Earrings Stack for Women Cartilage Earrings Stacks-20G Surgical Stainless Steel Flatback Hypoallergenic Stud Hoop Earring Set Daith Conch Tragus Helix Piercing Jewelry Summervibes,15.0,1466.0,2.54,4453.0,7.54,10.0,,CASSIECA,耳环,,,products_sales_us.csv,100.0,45.4,50.0,20.0,60.0,60.0,49.8,63.5,56.1,价格战红海
50,"32 Inch Super Long Glueless Headband Half Wig for Women, Daily Wear Wig, Synthetic Wigs, Synthetic Straight Hair, Heat Resistant Fiber, Suitable for Daily & Party Use",27.8,4912.0,11.13,9942.0,20.58,8.0,,Fancee Hair,化纤全机制头套,,,products_sales_us.csv,70.0,58.0,40.0,44.0,60.0,60.0,58.6,55.3,56.0,
499,"3/5/7/9/11mm Stainless Steel Silver Color Cuban Curb Chain Necklace Choker 16-30"" for Men Women Daily Jewelry Christmas Gift",,1451.0,1.42,4.26,41.01,20.0,,Hermah store,项链,,,products_sales_us.csv,60.0,46.4,100.0,20.0,60.0,60.0,50.5,62.0,55.9,
206,"Polarized Sunglasses with American Flag Design, Retro Shades, Unisex Outdoor Driving Glasses, Fashionable Square Blue Lenses, Trendy Beach Eyewear, Square Frame Sunglasses",8.6,2566.0,2.34,4583.0,3.85,8.0,,YI SHENG SUNGLASSES,太阳镜,,,products_sales_us.csv,100.0,49.4,40.0,20.0,60.0,60.0,52.6,61.0,55.8,价格战红海
207,"Elegant Animal Print Shawl Set, Kaftan Long Maxi Dress & Scarf, Summer Beach Sun Protection, Casual Fitted Style",7.2,2566.0,3.46,2570.0,3.46,8.0,,IROJEFF,围巾&围脖,,,products_sales_us.csv,100.0,49.4,40.0,20.0,60.0,60.0,52.6,61.0,55.8,价格战红海
375,"Women's Fashion Print Long Robe Set, Moomoo Dress + Scarf Headband, Casual Woven Fabric, Soft Thin All-Season Wear, Beach Sun Protection",7.6,1779.0,1.85,2.07,22.5,8.0,,IROJEFF,围巾&围脖,,,products_sales_us.csv,100.0,49.2,40.0,20.0,60.0,60.0,52.4,61.0,55.8,价格战红海
136,Lush Haute New Afro Headband with Curly in the End Wig Synthetic Hair Texture with Unique Bouncy Curls in the End 20 Inch Soft Curly Full Hair Headband Wigs Synthetic for Women No Leave out Glueless Wig,,3199.0,11.87,1.48,54.18,10.0,,Lush Haute,化纤全机制头套,,,products_sales_us.csv,60.0,58.5,50.0,44.0,60.0,60.0,58.9,54.3,55.6,
192,"Unisex Invisible Boat Socks - Thick, Soft Comfy, Non-Slip, Non Binding, Flat-Ready Grip Low-Cut Ankle Liners for Flats, Sneakers, Everyday Use, Assorted Colors in 3-Pair, 10-Pair Packs",,2686.0,2.07,2691.0,2.08,15.0,,DDBD shop,首饰套装,,,products_sales_us.csv,60.0,49.8,75.0,36.0,60.0,60.0,52.9,59.0,55.6,
198,"EUNOIALENS Sunglasses for Men, Trendy Styling Box-Shape with Gold Metal Frame, Celebrity-Inspired Men's Accessories, Father's Day Gifts, Gold Metal Sunnies, Trendy Styling Sunglasses, Mens Gifts, Stylish Accessories, Gifts For Boyfriend",,2630.0,3.56,1.01,14.28,15.0,,DS high quality goods,太阳镜,,,products_sales_us.csv,60.0,57.8,75.0,20.0,60.0,60.0,58.4,55.8,55.6,
54,"Sports Ball & Gold Trophy Keychain Set, Mini Bag Charm Pendant for Backpack, Handbag, Keys and Party Gifts",,4677.0,4.43,1.14,11.13,10.0,,GoGe Goods,钥匙扣,,,products_sales_us.csv,60.0,70.0,50.0,20.0,60.0,60.0,67.0,49.5,55.5,
64,Zlzlblbl Natural Thick False Eyelashes For Women Randomly Send Out One,19.99,4431.0,9.57,1.46,30.55,1.0,,Zlzlblbl Hair Factory Store,头绳,,,products_sales_us.csv,100.0,65.7,5.0,20.0,60.0,60.0,64.0,52.2,55.5,价格战红海
143,"Handmade Cow Tag Belt Key Holder with Copper Initial – Custom Western Keychain for Men & Women, Texas-Inspired Cowboy Keychain, Fashion Accessory for Bags, Keys & Gifts",,3118.0,6.65,1.57,34.37,15.0,,DFN INC,钥匙扣,,,products_sales_us.csv,60.0,57.6,75.0,20.0,60.0,60.0,58.3,55.8,55.5,
349,Lush Haute 13X6 Synthetic Lace Front Wig Kinky Straight Lace Front Wig Pre Plucked 180% Density Yaki Straight Lace Front Wigs For Black Women Heat Resistant Hair,,1856.0,8.23,1.84,82.09,10.0,,Lush Haute,化纤前蕾丝头套,,,products_sales_us.csv,60.0,50.0,50.0,60.0,60.0,60.0,53.0,57.5,55.5,
63,Zlzlblbl Hair Elastic Band for Human Hair Wig Edge(Random Color),19.99,4431.0,9.67,1.47,30.88,1.0,,Zlzlblbl Hair Factory Store,头绳,,,products_sales_us.csv,100.0,65.7,5.0,20.0,60.0,60.0,64.0,52.2,55.4,价格战红海
65,Zlzlblbl 1 Piece Silk Satin Hair Ties Ponytail Holder For Women Randomly Send Out One,19.99,4431.0,9.73,1.47,30.98,1.0,,Zlzlblbl Hair Factory Store,头绳,,,products_sales_us.csv,100.0,65.7,5.0,20.0,60.0,60.0,64.0,52.2,55.4,价格战红海
172,"IDC Side Style Flexfit Cotton Mens Hat - Fitted Black Cap with White Side Design, Original Flexfit Tech, Premium Cotton-Spandex Blend, Structured 6-Panel Mid-Profile, Premacurv Visor with 8-Row Stitching, for Sporty Chic, Casual Wear (Accessories Adults)",28.0,2833.0,7.41,4025.0,11.02,15.0,,TheDriveClothing,帽子,,,products_sales_us.csv,70.0,50.4,75.0,20.0,60.0,60.0,53.3,59.2,55.4,
,Elegant Silver Snake Chain Necklace – Timeless Style for Every Occasion Summervibes,9.49,1.86,19.58,10.32,115.82,11.0,,SunnySide Studio,项链,,,products_sales_us.csv,100.0,40.0,55.0,20.0,60.0,60.0,46.0,64.8,55.3,价格战红海
83,"Hair Turban, 3-Piece Plain Microfiber Super Absorbent Towel for Women, Extra Soft Fast Dry Cap for Shiny Hair, Absorbent Quick Dry, Female, Three Pieces",,4025.0,5.91,2.69,48.32,14.0,,JJBD Shop,帽子,,,products_sales_us.csv,60.0,59.4,70.0,20.0,60.0,60.0,59.6,54.5,55.3,
312,"Women's Floral Leopard-Print Shawl Set, Scarf and Matching Headband, Sun-Protection Boho Beachwear Accessory, Boho Style Shawl",10.29,2031.0,3.94,3210.0,5.3,8.0,,IROJEFF,围巾&围脖,,,products_sales_us.csv,100.0,47.4,40.0,20.0,60.0,60.0,51.2,61.0,55.2,价格战红海
313,"70 Pcs Vintage Crystal Ring Set, Jewelry Knuckle Rings for Women, Bohemian Boho Stackable Joint Rings, Retro Joint Finger Rings, Jewellery",8.97,2029.0,2.65,3831.0,4.29,8.0,,Drperfect Jewelry,戒指,,,products_sales_us.csv,100.0,47.4,40.0,20.0,60.0,60.0,51.2,61.0,55.2,价格战红海
324,"New Fashion Unisex Sunglasses for Young Adults, PC Frame, Trendy Casual Sunglasses, Perfect for Daily Wear & Holidays, Modern Trendy Sunglasses",5.4,1975.0,1.13,6667.0,3.98,8.0,,Clever Eyes Glasses,太阳镜,,,products_sales_us.csv,100.0,47.2,40.0,20.0,60.0,60.0,51.1,61.0,55.2,价格战红海
27,Rings,2.0,6425.0,1.28,6712.0,1.34,,,OnJewelry,戒指,,,products_sales_us.csv,60.0,63.5,60.0,20.0,60.0,60.0,62.5,52.0,55.1,
404,"Don't Let The Hard Days Win Inspire Bracelet - Stainless Steel & 18k Gold Plated Braided Design with Engraved Message - Adjustable Up to 10""",7.75,1683.0,1.63,6.62,60.64,8.0,,Love U Gift,手环与手链,,,products_sales_us.csv,100.0,47.0,40.0,20.0,60.0,60.0,50.9,61.0,55.1,价格战红海
224,Elastic Band for Hair Wig Edge 1PCS Lace Melting Band for Wigs Amanda Hair,17.8,2476.0,5.01,1.56,18.79,5.0,,amandahair,头绳,,,products_sales_us.csv,100.0,54.0,25.0,20.0,60.0,60.0,55.8,57.2,55.0,价格战红海
250,"ATTCL Men's UV 400 Polarized Sunglasses (0.71 oz) - Ultra-Light Al-Mg Metal Frame Sports Eyewear for Driving, Golf, 99% UVA-UVB Blocking, Adults' Accessories, Mens Gifts for Boyfriend, Husband, Case, Microfiber Cloth, Test Card",,2317.0,4.61,6426.0,13.62,18.0,,ATTCL EYEWEAR USA,太阳镜,,,products_sales_us.csv,60.0,48.5,90.0,20.0,60.0,60.0,51.9,59.5,55.0,
352,"KAIRIYA 18 Inch Long Wavy Ponytail Extension with Elastic Hair Tie, Natural Wavy Hairpieces for Women, Soft Synthetic Hair Extensions for Daily Use",9.0,1850.0,1.6,2837.0,2.38,8.0,,KAIRIYA Hair,化纤接发&发片,,,products_sales_us.csv,100.0,46.8,40.0,20.0,60.0,60.0,50.7,61.0,55.0,价格战红海
48,"Glitter Sand Dumpling Keychain, Whimsical Kawaii Steamed Bun Bag Charm for Backpack Purse, Girly Feminine Items Keychains for Women, Mini Gifts for Girls, Bag Charms For Purse, Whimsy, Teenage Girls Gifts",3.0,4932.0,1.48,6770.0,2.07,14.0,,Gubercen,钥匙扣,,,products_sales_us.csv,60.0,58.1,70.0,20.0,60.0,60.0,58.7,54.5,54.9,
148,Ramiss Brazilian Body Wave Straight Bundles Human Hair Quick Weave Bundles 2x6 4x4 Lace Closure with Bundles Virgin Human Hair Weave Bundles Traditional Sew in Extensions,18.8,3067.0,6.36,9756.0,19.51,6.0,,Ramiss Hair,真人发接发&发片,,,products_sales_us.csv,100.0,51.2,30.0,20.0,60.0,60.0,53.9,58.5,54.9,价格战红海
219,Amanda Hair Hairbands For Lace Frontal Closure Wigs Soft Scrunchies Pink Color Beautiful Gifts,17.8,2499.0,5.06,1.62,18.86,5.0,,amandahair,头绳,,,products_sales_us.csv,100.0,54.0,25.0,20.0,60.0,60.0,55.8,57.2,54.9,价格战红海
388,"Women's S925 Real Silver Needle Pearl Ear Studs - Elegant, Modern Female Women's Fashion Jewelry, Niche, Simple, Versatile Accessory for Any Occasion",4.1,1734.0,1.19,1.84,12.96,17.5,,ExaltedShose,耳环,,,products_sales_us.csv,60.0,49.3,87.5,20.0,60.0,60.0,52.5,58.9,54.9,
393,"8 Pairs Multicolor PC Frame Sunglasses Set, Fashion Accessories, Chic Sunglasses, Colorblock Lenses, Ideal for Commuting, Street Photography, Gift Option",5.1,1726.0,1.22,2762.0,2.09,8.0,,SHUULI,太阳镜,,,products_sales_us.csv,100.0,46.3,40.0,20.0,60.0,60.0,50.4,61.0,54.9,价格战红海
422,"Unisex Vintage Sunglasses Brow Bar Frame, Casual Trendy Half Rim Glasses, Metal Plastic Frame, All Seasons Wear, Decorative Lenses, Fashion Eyeglasses",5.82,1634.0,2.42,11.06,75.77,8.0,,HyJex EYEWEAR,镜框与镜片,,,products_sales_us.csv,100.0,46.4,40.0,20.0,60.0,60.0,50.5,61.0,54.9,价格战红海
475,"Women's Floral Print Long Robe Dress & Scarf Set, Boho Casual Shawl Dress & Scarf Set for Beach Vacation Holiday, Ladies Clothes for All Seasons",10.87,1496.0,2.02,6.11,75.42,8.0,,IROJEFF,围巾&围脖,,,products_sales_us.csv,100.0,46.2,40.0,20.0,60.0,60.0,50.4,61.0,54.9,价格战红海
110,UNice Glueless Yaki Straight Short Bob Wig with Drawstring Pre-cut 7x5 HD Lace Human Hair Wigs with Bleached Knots Beginner Friendly Natural Hairline Summer Wig SummerArrvials #SoHoChic #TikTokShopBackToSchool,,3505.0,33.41,2.6,229.49,3.0,,UNICE,真人发发块头套,,,products_sales_us.csv,60.0,57.1,15.0,76.0,60.0,60.0,57.9,52.0,54.8,
234,[Detroit Layers] Beginher Hair Extra Full & Voluminous 20 Inches Middle Part Heat Resistance Fiber 250% Density Big-Head Friendly Kash Doll Curl Farrah Fawcett Layers 4x4 / T-Part Lace Synthetic Pre-Cut Glueless Wigs Natural Black Color SummerWins,,2410.0,13.65,2.05,118.1,8.0,,BeginherHair,化纤前蕾丝头套,,,products_sales_us.csv,60.0,52.5,40.0,60.0,60.0,60.0,54.8,55.0,54.8,
435,"【Mother's Day Gift】Mother Daughter Keychain for 3,Mother Big Sister Little Sister Keychain for 3, Sweet Meaningful Gift for Mom for Mother's Day, Birthday, Christmas or Just Because",9.99,1597.0,1.74,2279.0,2.4,8.0,,Love U Gift,钥匙扣,,,products_sales_us.csv,100.0,45.9,40.0,20.0,60.0,60.0,50.1,61.0,54.8,价格战红海
440,"Natural Messy Bun Hair for Women, Synthetic Loose Wave Bun Hair is Hair Extensions Ponytail with Elastic Drawstring, Gorgeous Bun Perfect for Beginners Daily Wear &Party Use. (8 Inch)",7.99,1589.0,1.32,2696.0,2.12,8.0,,GKtineke Hair,化纤接发&发片,,,products_sales_us.csv,100.0,45.8,40.0,20.0,60.0,60.0,50.1,61.0,54.7,价格战红海
460,"SUPKLEY Unisex Large Frame Sports Outdoor Sunglasses, Sporty Sunglasses, Sports Eyewear, Summer Sports Glasses, with TAC One-Piece Anti-Glare Lens, Multi-Colored Frames, Perfect for Street Photography & Outdoor Sports, Fashion Accessory, Gift Choice",12.39,1526.0,2.55,3667.0,5.06,8.0,,SUPKLEY PRO,太阳镜,,,products_sales_us.csv,100.0,45.6,40.0,20.0,60.0,60.0,49.9,61.0,54.7,价格战红海
125,UNice 250% Density Reddish Brown Fluffy Afro Kinky Curly with Layered Finger Coil Ends Glueless 7x5 HD Lace Closure Human Hair Wigs No Slip Beginner-Friendly Natural Looking Summer Wig SummerArrvials #SoHoChic #TikTokShopBackToSchool,,3354.0,40.47,2.42,271.75,3.0,,UNICE,真人发发块头套,,,products_sales_us.csv,60.0,56.6,15.0,76.0,60.0,60.0,57.6,52.0,54.6,
166,1 PC Adjustable Elastic Band for Wigs djustable Elastic Band for Wigs Removable Wig Band Nonslip Wig Strap Black Elastic Bands for Glueless Wig Making Wig Cap Accessories,20.99,2879.0,6.74,1.21,27.4,3.0,,bangjazzhair,发带发箍,,,products_sales_us.csv,100.0,58.0,15.0,20.0,60.0,60.0,58.6,54.8,54.6,价格战红海
191,Tewiky 14K Gold Plated Dainty Layered Waterproof Anklet For Women Adjustable Anklet Set Stackable Figaro Beaded Cuban Link Anklets Daily Clothing Decor For Beach Summer Trendy All-match & Exquisite Jewelry Gift For Women,,2688.0,3.22,5.55,71.24,13.0,,Tewiky official,首饰套装,,,products_sales_us.csv,60.0,51.4,65.0,36.0,60.0,60.0,54.0,56.5,54.6,
484,"2-Piece Leopard Print Shawl Set, Elegant Fitted Cape and Headscarf, Sun Protection Scarf for Beach, Swim Cover Up, All-Season Fashion Accessory",10.69,1478.0,1.91,1750.0,2.19,8.0,,IROJEFF,围巾&围脖,,,products_sales_us.csv,100.0,45.4,40.0,20.0,60.0,60.0,49.8,61.0,54.6,价格战红海
,Anxiety Rings for Women and Men Titanium Steel Spinner Fidget Band Rings with Cubic Zirconia for Stress Relief and Wedding Promise Comfort Fit Size 5 to 12,9.3,1.7,17.85,6.96,73.1,10.0,,Senpeo,戒指,,,products_sales_us.csv,100.0,40.0,50.0,20.0,60.0,60.0,46.0,63.5,54.5,价格战红海
92,Retro Y2K Oval Cat Eye Sunglasses for Women Fashion Vintage Trend Sun Shades,,3892.0,5.87,5761.0,8.6,15.0,,WM-XLX,太阳镜,,,products_sales_us.csv,60.0,54.3,75.0,20.0,60.0,60.0,56.0,55.8,54.5,
370,S925 Silver Stud Earrings - Classic &Fashion Ear Jewelry Perfect Birthday Mother'sDay Unisex Gift for Men Women Wedding Set,,1792.0,2.23,1.07,12.04,16.0,,Blink n Bling,耳环,,,products_sales_us.csv,60.0,51.8,80.0,20.0,60.0,60.0,54.3,57.0,54.5,
40,TEWIKY Dainty Layered Waterproof Anklet For Women Adjustable Womens Anklet Set Stackable Figaro Beaded Cuban Link Anklets Daily Clothing Decor For Beach Summer Trendy All-match & Exquisite Jewelry For Valentine's Day gifts,,5369.0,7.14,10.35,131.36,12.0,,Tewiky,脚链,,,products_sales_us.csv,60.0,61.3,60.0,20.0,60.0,60.0,60.9,52.0,54.4,
102,Tewiky Gold Box Chain Scalloped Shell Heart CZ Initial Necklace A–Z Micro Pave Letter Pendant For Valentine's Day gifts Dainty Gold Letter Elegant Necklace,,3652.0,4.71,1.42,18.56,12.0,,Tewiky,项链,,,products_sales_us.csv,60.0,61.4,60.0,20.0,60.0,60.0,61.0,52.0,54.4,
74,"Genuine Cowhide Men's Accessories, Classic Adjustable Strap for Jeans with Durable Design - Excellent for Father's Day Gifts & Gifts for Boyfriend, Durable Belts, Classic Belt, Guys Gifts",,4261.0,7.82,1.31,24.03,10.0,,VATAN SHOP,皮带,,,products_sales_us.csv,60.0,65.8,50.0,20.0,60.0,60.0,64.1,49.5,54.2,
24,"5 Pairs Y2K Street Style Women's Plastic, Trendy Casual Leopard Pattern Sunglasses, Fashionable Sunglasses, Trendy Shades, Trendy Fashion Shades, Perfect for Beach Vacations, Driving and Night Out",4.0,7011.0,3.47,5.05,30.5,8.0,,Zoravia,太阳镜,,,products_sales_us.csv,60.0,70.0,40.0,20.0,60.0,60.0,67.0,47.0,54.0,
78,"【2026】 Rechargeable Mini Keychain Flashlight ,Super Bright,1200 Lumens EDC Mini Flashlights, COB Keychain Work Light Flashlights 6 Light Modes, Bright Mini Keychain Light for Walking, Searching ,camping and Hiking boyfriend、family best gift",,4101.0,5.01,2.64,29.73,12.0,,Beauty with Life,钥匙扣,,,products_sales_us.csv,60.0,59.9,60.0,20.0,60.0,60.0,59.9,52.0,54.0,
296,"Fashion Metal Frame Men‘s Sunglasses Case - Great for Cycling, UV protection, Driving, Fishing & Outdoors",,2105.0,8.57,2443.0,9.9,12.0,,LEATHEM,眼镜盒与配件,,,products_sales_us.csv,60.0,47.7,60.0,44.0,60.0,60.0,51.4,56.8,53.9,
90,2Pieces/Set 10mm Love Heart Shape Chain Necklace and Bracelet Men or Women Hip Hop Iced Out Bling Bling Chain Necklace and Bracelet Fashion Set Jewelry Valentines Gift,4.39,3932.0,2.47,1.85,12.88,8.0,,ZIDOM Hiphop Store,首饰套装,,,products_sales_us.csv,60.0,61.1,40.0,36.0,60.0,60.0,60.7,50.2,53.7,
208,Sister Keychains for 3 Sisters Gifts Big Sis Mid Sis Lil Sis Matching Heart Keychain Set Sister Jewelry Gifts,8.99,2548.0,3.23,5448.0,6.92,5.0,,Lyaney,钥匙扣,,,products_sales_us.csv,100.0,49.3,25.0,20.0,60.0,60.0,52.5,57.2,53.6,价格战红海
319,Wiggins Hair Human Hair Wig for FIVE Stars Review And Sharing Videos Reward,9.99,1999.0,2.23,2.75,28.87,5.0,,Wiggins Hair,发带发箍,,,products_sales_us.csv,100.0,49.6,25.0,20.0,60.0,60.0,52.7,57.2,53.6,价格战红海
156,"KIMORN Women's Polarized Aviator Sunglasses - Tangle-Free Full Rim Metal Frame Glasses, UV400 Protection, Driving & Beach Use Accessories, Casual Frame Styles for Women, Accessories For Women, Glasses For Women",,2981.0,4.71,6932.0,10.4,15.0,,AE Glasses,太阳镜,,,products_sales_us.csv,60.0,50.9,75.0,20.0,60.0,60.0,53.6,55.8,53.5,
209,【TRENDY VIBES】MYIAUR Polarized Sunglasses for Women Big Style Gold-Plated Frame UV400 Protection Anti-Glare Fashion Accessory Christmas Gift Trendy Shades 2026,,2543.0,3.81,5.7,82.63,15.0,,Global EyeWear Selection,太阳镜,,,products_sales_us.csv,60.0,50.7,75.0,20.0,60.0,60.0,53.5,55.8,53.5,
376,"Fashion Men‘s Sunglasses Case - Great for Cycling, Motorcycle Riding, Fishing & outdoors",,1774.0,5.87,7018.0,24.24,12.0,,JUICY BONUS,眼镜盒与配件,,,products_sales_us.csv,60.0,46.5,60.0,44.0,60.0,60.0,50.5,56.8,53.5,
441,CORIIANA Curly Short Bob Glueless Wigs Human Hair Ready To Wear Deep Wave Human Hair Wig Wet An Wavy 6x4 HD Lace Closure Wigs For Black Women Pre Plucked Beginner Friendly 180%,,1580.0,9.75,2.41,141.61,5.0,,CORIIANA BEAUTY,真人发发块头套,,,products_sales_us.csv,60.0,47.8,25.0,76.0,60.0,60.0,51.5,54.5,53.5,
132,"Frodio Veralux™ Fiber Braided Top Water Wave Wig 13x6 Lace Front | Glueless, Wear & Go, Boho Braids Water Wave Wig – Premium Fiber, Beginner Friendly#SohoChic",,3215.0,25.2,2.66,220.94,5.0,,FRODIO,化纤前蕾丝头套,,,products_sales_us.csv,60.0,55.6,25.0,60.0,60.0,60.0,56.9,51.2,53.4,
222,Elastic Band for Hair Wig Edge 1PCS Lace Melting Band for Wigs and Baby Hair Fluffy Eyelash for Hair Wig 6PCS Amanda Hair,19.99,2481.0,5.44,1.59,23.04,3.0,,amandahair,头绳,,,products_sales_us.csv,100.0,54.0,15.0,20.0,60.0,60.0,55.8,54.8,53.4,价格战红海
246,Glueless Headband Wig 26 Inch Long Black Body Wave Headband Wigs for Black Women Synthetic Natural Looking Wavy Wig Heat Resistant 180% Density,,2331.0,5.93,5705.0,14.43,11.0,,Mairedhair,化纤全机制头套,,,products_sales_us.csv,60.0,48.5,55.0,44.0,60.0,60.0,52.0,55.5,53.4,
