rank,name,price,sales7,gmv7,sales_total,gmv_total,commission,listed_days,shop,category,rating,reviews,sales_growth,source
196,"Pancert Dainty Floral Choker Necklace, Gold-Plated with Sparkling CZ Charms, Trendy Feminine Accessories for Women, Ideal Womens Gifts, Trendy Charms Necklace, Sparkling Cz Necklace",,2647.0,41800.0,6204.0,97000.0,10.0,,pancert,项链,,,967.34,products_sales_us.csv
197,"Unisex Dri-Fit Loc Cap - Hats, Baseball Cap Wave, Classic Snapback, Smurf Logo, Breathable, Soft, Lightweight for Stylish Wear, Snapback Hats, Brand Logo Hats",,2644.0,39500.0,7225.0,104600.0,20.0,,smurfandcompany,帽子,,,246.53,products_sales_us.csv
198,"EUNOIALENS Sunglasses for Men, Trendy Styling Box-Shape with Gold Metal Frame, Celebrity-Inspired Men's Accessories, Father's Day Gifts, Gold Metal Sunnies, Trendy Styling Sunglasses, Mens Gifts, Stylish Accessories, Gifts For Boyfriend",,2630.0,35600.0,10100.0,142800.0,15.0,,DS high quality goods,太阳镜,,,28.92,products_sales_us.csv
199,"Tewiky Men's 2-Piece 3mm Layered Cuban Link & Rope Chain Necklaces Set, 18-28in Silver Trendy Summer Vibes Jewelry, 2 piece sets for Boyfriend Anniversary & Birthday Gifting, Gifts For Boyfriend, Birthday Gifts For Bf, Stylish Accessories, Guys Gifts, Uni",,2617.0,45700.0,25400.0,409600.0,13.0,,Tewiky official,项链,,,32.98,products_sales_us.csv
200,"ShineThru Aviator Sunglasses for Women & Men 2-Pack, Fashion Metal Frame Summer Shades, Trendy Unisex Eyewear for Beach, Vacation & Daily Outfits",14.98,2615.0,35200.0,25800.0,350100.0,13.0,,ShineThru,太阳镜,,,-58.33,products_sales_us.csv
201,"【Price Dropped】ISEE HAIR Human Hair Crochet Hair Extensions – Miracle Knots Pre-Separated Crochet Braids, Knotless Boho Braids, Mermaid Braids, Goddess Braids, Burmese Curly, Kinky Curly, Water Wave#SoHoChic #TikTokShopBackToSchool",,2612.0,209000.0,20000.0,1308500.0,3.0,,ISEE HAIR BEAUTY,真人发接发&发片,,,-41.3,products_sales_us.csv
202,【SummerVibes】SUNGAIT Retro Polygon Aviator Sunglasses for Men Women Polarized Trendy Square Sun Glasses Stylish Pilot Shades UV400 Protection for Beach Travel School,15.3,2608.0,50200.0,26800.0,510100.0,15.0,,SUNGAIT,太阳镜,,,-31.64,products_sales_us.csv
203,"EUNOIALENS Women's Fit Over Square Frame Sunglasses - Oversized Polarized Lenses, UV400 Protection, T-Zone Temples, Wrap-Around Design, for Casual Driving & Daily Wear, Stylish Women's Gift Accessory, Sunglasses For Women",,2606.0,40000.0,3221.0,49600.0,15.0,,DS high quality goods,太阳镜,,,343.95,products_sales_us.csv
204,"Reusable Fine Mesh Wig Dustproof Cover - Breathable Dustproof, Lint-Blocking, Anti-Fouling Wig Accessory for Storage, Travel Use, Blocks Lint",30.0,2589.0,83100.0,5013.0,162100.0,5.0,,WIG QUEEN,接发与假发配件,,,727.16,products_sales_us.csv
205,"KooKaStyle 4PCS Clip in Hair Extensions for Women, 24 Inch Long Wavy Synthetic Hairpieces, 220g Thick Double Weft Extensions for Instant Volume, Length and Natural Blend",,2567.0,60800.0,62000.0,1283300.0,5.0,,KooKaStyle,化纤接发&发片,,,7.5,products_sales_us.csv
206,"Polarized Sunglasses with American Flag Design, Retro Shades, Unisex Outdoor Driving Glasses, Fashionable Square Blue Lenses, Trendy Beach Eyewear, Square Frame Sunglasses",8.6,2566.0,23400.0,4583.0,38500.0,8.0,,YI SHENG SUNGLASSES,太阳镜,,,46.38,products_sales_us.csv
207,"Elegant Animal Print Shawl Set, Kaftan Long Maxi Dress & Scarf, Summer Beach Sun Protection, Casual Fitted Style",7.2,2566.0,34600.0,2570.0,34600.0,8.0,,IROJEFF,围巾&围脖,,,128200.0,products_sales_us.csv
208,Sister Keychains for 3 Sisters Gifts Big Sis Mid Sis Lil Sis Matching Heart Keychain Set Sister Jewelry Gifts,8.99,2548.0,32300.0,5448.0,69200.0,5.0,,Lyaney,钥匙扣,,,-1.74,products_sales_us.csv
209,【TRENDY VIBES】MYIAUR Polarized Sunglasses for Women Big Style Gold-Plated Frame UV400 Protection Anti-Glare Fashion Accessory Christmas Gift Trendy Shades 2026,,2543.0,38100.0,57000.0,826300.0,15.0,,Global EyeWear Selection,太阳镜,,,28.82,products_sales_us.csv
210,PALESHY Polarized Photochromic HD Sunglasses for Men Women UV400 Protection Ultralight Eyewear Day Night Safety Glasses for Fishing Golf Outdoor Activities Classic Rectangular Design,,2539.0,29400.0,43900.0,510300.0,13.0,,HEIDI GLASSES,太阳镜,,,71.9,products_sales_us.csv
211,"Unisex 2-Pack Retro Futuristic Square Sunglasses, Trendy Y2K Fashion Shades for Driving, Outdoor Activities, Men's Accessories for Adults, Mens Gifts, Cool Gifts for Guys, Accessories Adults",9.99,2536.0,25500.0,2727.0,27400.0,13.0,,Embercraft,太阳镜,,,1227.75,products_sales_us.csv
212,"Blue Light Blocking Glasses 99% for Computer & Gaming | Anti Eyestrain Glasses with UV Protection | Anti Glare Screen Glasses for Office & Streaming,summer outifit,travel essentials",,2535.0,5545.31,39300.0,126100.0,35.0,,YUTA Store,镜框与镜片,,,9.17,products_sales_us.csv
213,"Earrings for Women, 14K Gold & White Gold Plated Hoop Earrings, Lightweight Hypoallergenic Chunky Modern Statement Jewelry, Daily Casual Party Wear Accessories, Stylish Ear Ornaments, Elegant Fashion Decoration, Ideal Birthday Holiday Gifts for Women",13.99,2531.0,40200.0,5564.0,87600.0,10.0,,SHINEME JEWELRY,耳环,,,120.66,products_sales_us.csv
214,MOO MOO Women’s printed long dress and scarf set; Bohemian casual shawl dress with scarf; relaxed loose beachwear; soft and comfortable; suitable for all seasons; a must-have for seaside vacations. Matching Outfit,8.99,2514.0,32100.0,4526.0,56200.0,10.0,,KK-ARS,围巾&围脖,,,76.3,products_sales_us.csv
215,GOO GOO Hair Extensions Clip in Human Hair Natural Straight Remy Hair Easy To Style Soft Clip ins for Women summer hairstyles #tiktokshopbacktoschool #sohochic,,2511.0,120900.0,66100.0,3931500.0,5.0,,GOO GOO,真人发接发&发片,,,21.07,products_sales_us.csv
216,[Hot] Vinisay 12A Brazilian Virgin 100% Human Hair Bundles Body Wave Straight Deep Wavy 12''–30'' Quick Weave Sew in Extensions Natural Black,,2509.0,45900.0,9513.0,171600.0,1.0,,Vinisay Hair Shop,真人发接发&发片,,,1089.1,products_sales_us.csv
217,〖Summer Vibes〗1/2 PCS Large Frame Double Beam Metal Fashion Glasses Toad Glasses Advanced Retro Personality Versatile Daily Wear Street Photography Vacation Travel Beach Accessories Gold Color Sleek Rectangular Sunglasses Acetate Sunglasses,12.1,2507.0,34700.0,29500.0,386100.0,18.0,,TS Fashion Boutique,太阳镜,,,-7.56,products_sales_us.csv
218,"Solid Color Hair Bands (4 Piece), Elastic Headbands, Sports Headbands, Workout Hairband, Gym Headband, Casual Sporty Hair Bands for Women & Girls, Hair Accessories for Party and Daily Outfits",,2506.0,5767.1,53000.0,158100.0,8.0,,Xuan Ying jewelry,头绳,,,33.23,products_sales_us.csv
219,Amanda Hair Hairbands For Lace Frontal Closure Wigs Soft Scrunchies Pink Color Beautiful Gifts,17.8,2499.0,50600.0,16200.0,188600.0,5.0,,amandahair,头绳,,,146.94,products_sales_us.csv
220,Amanda Hair Wig Cap For Lace Frontal Closure Wigs Soft Thin & Breathable Invisible Elastic Wig Cap 03 Haircare Heatless,39.99,2495.0,110500.0,14300.0,345000.0,5.0,,amandahair,真人发接发&发片,,,32.43,products_sales_us.csv
221,Amanda Hair Wig Cap For Lace Frontal Closure Wigs Breathable Invisible Elastic Wig Cap 02 Soft Thin,25.8,2493.0,73200.0,16200.0,221700.0,5.0,,amandahair,真人发接发&发片,,,33.17,products_sales_us.csv
222,Elastic Band for Hair Wig Edge 1PCS Lace Melting Band for Wigs and Baby Hair Fluffy Eyelash for Hair Wig 6PCS Amanda Hair,19.99,2481.0,54400.0,15900.0,230400.0,3.0,,amandahair,头绳,,,32.25,products_sales_us.csv
223,Onetide Hair Glueless Wigs Human Hair Short Afro Kinky Curly Wigs For Women Human Hair Put on & go Hair Strong Fluffy and Long－Lasting Glueless Wigs 80s 90s Hair Kinky Curly Wig Cosplay or Daily Use Wigs High Density Work Wig Vietnamese Human Hair,,2480.0,55100.0,19600.0,405900.0,10.0,,ONETIDE Hair Store,真人发全机制头套,,,38.7,products_sales_us.csv
224,Elastic Band for Hair Wig Edge 1PCS Lace Melting Band for Wigs Amanda Hair,17.8,2476.0,50100.0,15600.0,187900.0,5.0,,amandahair,头绳,,,147.11,products_sales_us.csv
225,YWIGS Blonde Body Wave Bulk Human Braiding Hair for Boho Braids Natural Texture #27/30/613 & #4/27/30 & #4/30 #backtoschool #backtoschoolshopping #sohochic,,2473.0,168000.0,14200.0,938600.0,5.0,,YWIGS,真人发接发&发片,,,-15.48,products_sales_us.csv
226,"Rotatable Anxiety Ring with Cz Gemstone, Unisex Stress Relief Fidget Toy, Perfect Wedding Promise Gift, Men and Women Jewelry",1.1,2472.0,4890.37,16600.0,38200.0,8.0,,Artisane Rings,戒指,,,12.47,products_sales_us.csv
227,"[Blue Light Blocking] Retro Square Semi-Rimless Glasses | Stylish PC + Metal Wear-Resistant Blend Non-Prescription Glasses for Reading, Gaming, and Computer Use (Includes Cleaning Cloth & Case)",13.96,2452.0,37800.0,6936.0,105500.0,11.0,,TIANYUE Accessories&Hats,镜框与镜片,,,35.62,products_sales_us.csv
228,"Vintage-Style Faux Pearl Necklace with Rhinestone Cross Pendant, Men's Hip Hop Punk Jewelry, Bling Faux Pearl Chain Necklace, Trendy Necklace, Necklace Gift",1.4,2450.0,3579.1,9522.0,25800.0,8.0,,Ysabtst,项链,,,1029.03,products_sales_us.csv
229,Adjustable Turban Wrap Scarf Head Wrap Scarfs Tactical Headscarf Seamless Bandanas,,2447.0,53800.0,7187.0,172400.0,5.0,,Onestep Beauty Bar,围巾&围脖,,,-8.63,products_sales_us.csv
230,Frodio Veralux™ Blend Human Hair Burmese Curly 3-in-1 Half Wig Spiral Ends #summervibes#SohoChic,51.2,2438.0,128900.0,10700.0,598300.0,5.0,,FRODIO,真人发前蕾丝头套,,,6.18,products_sales_us.csv
231,13x6 Deep Wave Lace Front Wigs 30 Inch 4/27 Honey Blonde Human Hair Pre Plucked Highlight Ombre HD Lace Frontal Wig With Baby Hair for Women,,2429.0,173600.0,8339.0,602500.0,1.0,,Zlzlblbl Hair Factory Store,真人发前蕾丝头套,,,40.08,products_sales_us.csv
232,High quality iced out wrist watch automatic waterproof bling bling Rhinestone Embellished Quartz Watch og two tone ace hood watches,42.97,2427.0,104800.0,5332.0,221800.0,13.5,,New store: Automatics Watch,男表,,,51.69,products_sales_us.csv
233,"Wooden Handle Metal Hook Latch Hook Crochet Tool for Hair Extensions, Micro Braids & Craft Projects, Crocheting, Hook Tool",,2411.0,67700.0,32600.0,839800.0,3.0,,qvrhairwig,真人发接发&发片,,,100.92,products_sales_us.csv
234,[Detroit Layers] Beginher Hair Extra Full & Voluminous 20 Inches Middle Part Heat Resistance Fiber 250% Density Big-Head Friendly Kash Doll Curl Farrah Fawcett Layers 4x4 / T-Part Lace Synthetic Pre-Cut Glueless Wigs Natural Black Color SummerWins,,2410.0,136500.0,20500.0,1181000.0,8.0,,BeginherHair,化纤前蕾丝头套,,,-35.28,products_sales_us.csv
235,"2pcs Women's New Fashion Belt, C-Shaped Alloy Buckle Design, Casual Thin Waistband, Skinny Belts, Casual Trendy Waistband, Suitable for Jeans, Suits, Dresses, Versatile Fashion Belt",3.3,2404.0,8615.46,11700.0,74900.0,8.0,,TOPMAGA,皮带,,,60.27,products_sales_us.csv
236,"Couple Casual Water Resistant Watch, Quartz Analog Watches, Analog Wristwatches, Fashion Waterproof Round Dial Analog Stainless Steel Quartz Watch Set with Date & Week Display Function, Modern Accessories As Gift with Box",28.0,2403.0,50900.0,8931.0,180900.0,8.0,,CTPOR,情侣表,,,549.46,products_sales_us.csv
237,"Handmade Crocheted Yarn Flower Bouquet with Pink Wrapping - Artificial Knitted Rose Arrangement, Long-Lasting Home Decor, Ideal Gift for Women, Carefully Packaged, Promptly Shipped, Customer Service Support (Contact Customer Service for Queries)",16.0,2399.0,418900.0,2769.0,492900.0,1.0,,peaouter,脚链,,,,products_sales_us.csv
238,Lush Haute New Afro V Part with Curly in the End Wig Kinky Synthetic Hair Texture with Unique Bouncy Curls in the End 20 Inch Soft Curly Full Hair V Part Wigs Synthetic for Women No Leave out Clip in Half Wig,,2395.0,89000.0,36500.0,1496300.0,10.0,,Lush Haute,化纤全机制头套,,,18.27,products_sales_us.csv
239,Ishow Bone Straight Hair Bundles/Body Wave Human Hair Bundles P4 27 Highlight Hair Bundles 30Inch Quick Weave Extensions 4*4/2*6Lace Closure With Human Hair 95-100G/Bundle #SummerWins #DealsForYouDays,,2392.0,52200.0,10200.0,237000.0,5.0,,Ishow Hair,真人发接发&发片,,,86.0,products_sales_us.csv
240,rosted Drawstring Bag Travel Drawstring Packing Bag Waterproof Packing Bag,19.99,2385.0,63000.0,12300.0,624300.0,1.0,,KooKaStyle,发带发箍,,,846.43,products_sales_us.csv
241,"Vinisay Hair Bundles with 4x4/13x4 Closure, 12A Raw Indian Body Wave Real Human Hair, Natural Black Sew-in Weave Extensions, Bodywave Hair",,2380.0,61800.0,7779.0,225500.0,1.0,,Vinisay Hair Shop,真人发接发&发片,,,355.94,products_sales_us.csv
242,"Gothic Charm Bracelet for Women, Vintage Witchcraft Aesthetic Jewelry with Celestial Moon & Pentagram Charms, Adjustable 2-in-1 Casual Anklet Chain, Jewelry For Women, Gothic Style, Anklets For Women",,2378.0,17400.0,3491.0,29000.0,12.0,,Stella Silver,手环与手链,,,113.66,products_sales_us.csv
243,"Men's Minimalist Faith Cross Necklace - Stainless Steel with Inscriptions, Durable Fashion Accessory | Halo Accessories",13.48,2375.0,36100.0,8523.0,125200.0,10.0,,Halo accessories,项链,,,3.13,products_sales_us.csv
244,"Vintage Resin Amber Acrylic Bangles Set, High-Quality Texture Bracelets, Fashionable Multifunctional Jewelry for Women, Daily Wear Accessories, 4 Pieces",,2339.0,6232.29,8566.0,30500.0,8.0,,SY-exquisite,手环与手链,,,182.15,products_sales_us.csv
245,"Retro Unisex Fashionable All-match Tinted Lens Aviator Sunglasses, His and Hers Gifts, Semi-Rimless Summer Vintage Trendy Glasses, Fashionable Sunglasses Men Women for Outdoor Activities #SummerVibes,summer outifit,travel essentials",9.0,2335.0,25200.0,51300.0,523100.0,15.0,,Collar Tow,镜框与镜片,,,316.96,products_sales_us.csv
246,Glueless Headband Wig 26 Inch Long Black Body Wave Headband Wigs for Black Women Synthetic Natural Looking Wavy Wig Heat Resistant 180% Density,,2331.0,59300.0,5705.0,144300.0,11.0,,Mairedhair,化纤全机制头套,,,23.14,products_sales_us.csv
247,"Unisex Fashion Skull Cap - Beanie Hats, Casual Outfits Cap, Fashionable Hats, Fitted Beanie, Flexible Fit Design, One Size for Daily Wear & Sports",,2328.0,13600.0,10100.0,61600.0,20.0,,This is my life,帽子,,,17.4,products_sales_us.csv
248,JASGOOD Women Wide Chunky Belt for Dresses Fashion Thick Suede Belt with Gold Buckle,,2324.0,57200.0,15800.0,371400.0,10.0,,JASGOOD,皮带,,,24.95,products_sales_us.csv
249,"ShineThru 1 Pair Unisex Plastic Full-Rim Retro Fashion Womens Sunglasses - Trendy Versatile Design, UV Protection, Lightweight Comfort, Suitable for Daily & Outdoor Wear",10.98,2318.0,28500.0,4730.0,50200.0,15.0,,ShineThru,太阳镜,,,230.2,products_sales_us.csv
250,"ATTCL Men's UV 400 Polarized Sunglasses (0.71 oz) - Ultra-Light Al-Mg Metal Frame Sports Eyewear for Driving, Golf, 99% UVA-UVB Blocking, Adults' Accessories, Mens Gifts for Boyfriend, Husband, Case, Microfiber Cloth, Test Card",,2317.0,46100.0,6426.0,136200.0,18.0,,ATTCL EYEWEAR USA,太阳镜,,,58.48,products_sales_us.csv
251,1 Count Skinlike HD Wig Caps Invisible Breathable Wig Cap,99.0,2313.0,249900.0,9727.0,1046300.0,1.0,,Mamushow Hair Fashion,头绳,,,26.81,products_sales_us.csv
252,[Hot] Ishow 30 inches Brazilian Body Wave Virgin Hair Bundles 100% Raw Human Hair Straight Hair Bundles for Sew in Quick Weave Hair Extensions Natural Black Color,,2311.0,49700.0,10300.0,211100.0,6.0,,Ishow Hair,真人发接发&发片,,,82.54,products_sales_us.csv
253,【Limited Stock】Sunber Affordable Body Wave 13x4 Lace Frontal Wigs Pre Cut Pre Bleached Pre Plucked With Drawstring Fit All Head Sizes Beginner Frienly For Women SoHoChic TikTokShopBackToSchool,,2299.0,175200.0,23100.0,2155600.0,3.0,,Sunber Hair,真人发前蕾丝头套,,,105.64,products_sales_us.csv
254,Mamushow Hair Customer Wig Pro card,99.0,2292.0,249100.0,22600.0,2455400.0,1.0,,Mamushow Hair Fashion,化纤装扮头套,,,135.56,products_sales_us.csv
255,"ShineThru Unisex Retro Oversized Aviator Shades - Trendy Casual Stylish Windproof Punk Sunglasses,, Large Frame Beach Fashion Eyewear Accessory, Trendy Casual Sunglasses",11.0,2290.0,24900.0,21700.0,241200.0,13.0,,ShineThru,太阳镜,,,10.04,products_sales_us.csv
256,"Tewiky Costume Jewelry Live Auction - Layered Necklaces, Everyday Wear, Mix-Match Easy Fashion Accessories",19.99,2271.0,45400.0,3270.0,65300.0,,,Tewiky official,项链,,,,products_sales_us.csv
257,"New 2026 Highlight Ombre Ramiss Burmese Curly Honey Blonde 4/27 Crochet Human Hair Pre-Separated 50g/Pack Time-Saving, 40 Strands/Pack Mircale Knots Hot braids,4-5 Packs for Full Head Protective Styles Reusable Feather Crochet #SummerWins #DealsForYouDays",37.3,2269.0,92100.0,5039.0,205000.0,6.0,,Ramiss Hair,真人发接发&发片,,,-9.09,products_sales_us.csv
258,Tuneful HD Transparent 13x6 Lace Front Hair Wigs P4/27 Highlight Pre Plucked Body Wave Human Hair Wig 180% Density 99j Lace Frontal Wigs For Women,,2254.0,158500.0,59400.0,3872000.0,1.0,,Tuneful Hair,真人发前蕾丝头套,,,28.58,products_sales_us.csv
259,"GGIRL Fashion World Map Pendant Necklace 18K Gold Plated National Flag Design for Men Women Neutral Gift Travel Enthusiast Modern Versatile Streetwear Statement Jewelry，Fashion Jewelry Gift for Holiday Haul Christmas Birthdays Anniversaries,summerwins",12.99,2253.0,33900.0,48300.0,615200.0,10.0,,GGIRL,项链,,,-22.6,products_sales_us.csv
260,MADHATTER AUCTION ITEM ON HAND,0.85,2251.0,2251.0,11900.0,66100.0,,,The Mad Hatter Company,帽子,,,478.66,products_sales_us.csv
261,"GANIA Gold-Tone & Silver-Tone Hoop Earrings for Women – Brass Base, Lightweight Multi-Size Hoops Set (30/40/50/60mm), Daily Jewelry Gift for Girlfriend Wife Mom",,2246.0,33700.0,11000.0,158000.0,10.0,,GANIA,耳环,,,-25.36,products_sales_us.csv
262,Cute Bein Body Wave 13x6 Transparent Lace Front Human Hair Wig 180% Pre plucked Lace Frontal Human Hair Wigs For Women With Baby Hair,,2246.0,164200.0,21100.0,1373600.0,1.0,,Cute Bein Hair Shop,真人发前蕾丝头套,,,69.0,products_sales_us.csv
263,"Unisex Tiger Eye & Green Aventurine Beaded Crystal Bracelet - Adjustable Size (5.9-7.87in) Accessories for Adults, Abundance & Prosperity, Wealth-Attracting Anniversary Costume Jewelry",,2243.0,25100.0,29300.0,314900.0,15.0,,Arpurraina Shop,手环与手链,,,-14.42,products_sales_us.csv
264,"Soco Exquisite 3-Pair 14K Gold Plated Layered Hoop Earring Set for Women, Geometric and Round Huggie Earrings with Hinged Clasps, Model DDES0407",13.9,2224.0,29300.0,6589.0,78500.0,10.0,,Soocosisx,耳环,,,282.13,products_sales_us.csv
265,[3 In 1 Half Wig] OQ HAIR Afro Curly Wear Go Glueless Half Wig 180% 250% Density Upgrade With Drawstring Cap Invisible Hairline Human Hair Wigs Beginner Friendly #SohoChic #TikTokShopBackToSchool,,2213.0,250000.0,31100.0,2968100.0,3.0,,OQ HAIR SHOP,真人发前蕾丝头套,,,322.33,products_sales_us.csv
266,"ShineThru Women's Aviator Sunglasses - Trendy Designer Full-Rim UV400 Protection Eyewear, Gold Trim Black Frame, Lightweight Pilot Style, Fashionable Accessories for Women, Trendy Sunglasses",10.66,2212.0,26600.0,6381.0,75000.0,13.0,,ShineThru,太阳镜,,,-0.23,products_sales_us.csv
267,Pobokix Burmese Curly 3 IN 1 Half Wigs Human Hair Glueless Wig Human Hair Half Wig Drawstring 200% Density Burmese Curly Hair Half Wig For Women,,2206.0,198100.0,4016.0,344900.0,1.0,,Pobokix,真人发全机制头套,,,239.91,products_sales_us.csv
268,UNC Premium Trucker Snapback Hat,,2205.0,75800.0,7267.0,261100.0,10.0,,The Mad Hatter Company,帽子,,,-17.85,products_sales_us.csv
269,"Women's 6-Count Elastic Headbands Set - Metal Body Wave-Zig Zag Training Headbands with Comb, Textured Twist Design, Sports Hair Accessory, Ideal Gift, Body Wave Headband",11.9,2202.0,31400.0,11700.0,165000.0,15.0,,lumoqi,发带发箍,,,-7.28,products_sales_us.csv
270,"Wigs Human Hair, 1 Pcs Light Brown Wig Caps for Women, Ultra-Thin Stretchy Nylon Lace Front Stocking Caps",26.74,2201.0,61400.0,21100.0,722100.0,1.0,,Tiwugi hair store,真人发前蕾丝头套,,,17.89,products_sales_us.csv
271,Sincerely serve 100% real human hair customers,26.74,2200.0,63000.0,21100.0,715600.0,1.0,,Tiwugi hair store,真人发前蕾丝头套,,,114.42,products_sales_us.csv
272,"Wig Human Hair, 1 Piece Wig Band Lace Melting Band Adjustable Wig Elastic Bands Wig Edge Wrap Band for Laying Edges Keep Wigs in Place",26.74,2199.0,62300.0,21200.0,722600.0,1.0,,Tiwugi hair store,真人发前蕾丝头套,,,17.91,products_sales_us.csv
273,Wig Transparent Bag For Storing Wigs,43.56,2199.0,94600.0,18900.0,662000.0,1.0,,Tiwugi hair store,真人发前蕾丝头套,,,142.45,products_sales_us.csv
274,"Wig Cap for Lace Front Wig Stretchy Nylon Wig Caps, Wig Cap for Women,For Wigs Nude Wig Cap 1 Piece (for Human Hair)",26.8,2199.0,63000.0,19800.0,688800.0,1.0,,Tiwugi hair store,真人发前蕾丝头套,,,17.72,products_sales_us.csv
275,"Fashionable Round Shaped Hoop Earrings, Circle Shape Earrings, Rounded Hoop Earrings, Stylish Jewelry, Fashion Jewelry for Party, Daily Clothing Decor, Trendy All-match & Exquisite Jewelry for Birthday Gift",1.1,2195.0,3065.45,23500.0,56300.0,8.0,,JSY Custom,耳环,,,-11.24,products_sales_us.csv
276,〖Summer Vibes〗1/2 PCS Retro Oversized Aviator Sunglasses for Women Men 70s Style UV400 Protection Luxury Thick Frame Fashion Shades,,2194.0,28100.0,4674.0,62400.0,15.0,,TS Fashion Boutique,太阳镜,,,8.29,products_sales_us.csv
277,Tuneful Half Wig 3 IN 1 Burmese Curly Human Hair Wigs For Women 180% Density Glueless Kinky Culry Human Hair Wigs Wig With Drawstring Seamless Clip Ins Flip Over Quick Install For Women,,2192.0,147100.0,34200.0,2187200.0,1.0,,Tuneful Hair,真人发全机制头套,,,37.26,products_sales_us.csv
278,Zig Zag Headband 2pc - Black & Tort,11.1,2186.0,19000.0,40500.0,314000.0,17.0,,Kitsch,发带发箍,,,-1.26,products_sales_us.csv
279,"New 2026 Ramiss Highlight Ombre Burmese Curly Honey Blonde 4/27 Crochet Human Hair Pre-Separated 50g/Pack Time-Saving, 40 Strands/Pack Mircale Knots Hot braids,4-5 Packs for Full Head Light Weight No Tension Reusable Feather Crochet #DealsForYouDays",,2185.0,90800.0,5130.0,219800.0,6.0,,Ramiss Hair,真人发接发&发片,,,85.64,products_sales_us.csv
280,Blissy Silk Bonnet – 100% Mulberry Silk – Anti-Frizz Hair Protection – Extends Blowouts,68.36,2182.0,115200.0,41100.0,2558900.0,20.0,,BlissyBrand,头绳,,,-73.39,products_sales_us.csv
281,"Gold Plated Chain and Pendant Set - 22"" 4mm Chain with Tricolor Charms for Boys & Girls - Perfect Gift for Mom Aunt Niece Daughter",13.99,2182.0,33600.0,8932.0,132500.0,12.0,,Nancy elizabeth varela,项链,,,80.48,products_sales_us.csv
282,"2 pair Earring 18K Gold Plated Set for Men and Women. Features VVS - cut round and square gemstone earrings. These delicate, elegant and stylish accessories are for pierced ears.TikTokShopBlackFriday",13.99,2181.0,33000.0,16400.0,239700.0,9.0,,STEFEN FLAME Jewelry,耳环,,,148.97,products_sales_us.csv
283,"""1pc Elegant Heart Key Pendant Bracelet, Women's Bracelet, 13 Small Pendants, Bohemian Style, Shiny and Exquisite Silvery, Women's Fashion Jewelry Accessories, Suitable for Wife, Girlfriend, Fashion Gift, Birthday Gift "" bangle, Bracelets, Accessories Fo",8.69,2165.0,18900.0,4798.0,42700.0,10.0,,Jadeglow Lane,手环与手链,,,893.12,products_sales_us.csv
284,"Sohochic Women's 20in Clip-in Synthetic Artificial Hair Extensions, 4PCS Thick Double Weft Hairpieces with Styling Clips, S-Blonde Brown Mix Wine Red S-Dark Brown Long Volume Wavy/Straight Daily Use Fashion Accessory",27.43,2160.0,76100.0,5285.0,190200.0,,,WIG QUEEN,发夹发簪,,,-10.41,products_sales_us.csv
286,"Men's Sporty Glasses, Active Eyewear, Trendy Casual Wraparound Frame Glasses for Everyday Use, Summer Sports Glasses, Fashion Accessories for Outdoor Activities, Lightweight Sports Sunglasses",11.72,2147.0,29000.0,12000.0,119800.0,8.0,,ZX Coolmaker,太阳镜,,,156.51,products_sales_us.csv
287,2pcs Titanium 18G/20G Horseshoe Nose Ring 7.5mm Inner Diameter Body Piercing Zircon 3mm Barbell Jewelry with Free Gem Picker Tool | Caution: Avoid Overtightening; Pre-Tighten with Provided Tool then Complete Tightening by Hand,,2139.0,29800.0,9334.0,127900.0,10.0,,Neeyer Beauty USA,身体饰品,,,-16.54,products_sales_us.csv
288,"PANEWAY 16 Inch Curly Wavy Hair Topper for Women – Lightweight Clip-In Hair Topper, Natural Scalp Appearance, Seamless Coverage, Instant Volume for Thinning Hair",,2138.0,95400.0,13800.0,642900.0,9.0,,Paneway,化纤接发&发片,,,-9.87,products_sales_us.csv
289,【SummerVibes】SUNGAIT Men's Military Polarized Aviator Sunglasses UV400 Protection Unisex HD Lens Bayonet Temples for Outdoor Activities Mirrored Shades Anti Uv,,2135.0,39700.0,26200.0,458700.0,15.0,,SUNGAIT,太阳镜,,,33.44,products_sales_us.csv
290,[New Color] Ishow Hair Burmese Curly Crochet Human Hair With Knotless Colored Pre-Separated Invisible Crochet Hair #DealsforYouDays #SummerWins,,2128.0,103300.0,3212.0,158400.0,5.0,,Ishow Hair,真人发接发&发片,,,149.47,products_sales_us.csv
291,"OUFER 20G ASTM F136 Titanium Threadless Push Pin Flat Back Nostril Nose Ring - 7mm Bar Heart-Star, Flat Pierced Threadless Non Tarnish Dainty CZ Body Jewelry for Women’s Helix Lobe Piercings, Flat Pierced Jewelry, Threadless Jewelry in Silver/Gold/Black",,2127.0,32000.0,8016.0,113900.0,14.5,,Oufer Body Jewelry Studio,身体饰品,,,93.89,products_sales_us.csv
292,High Heels Rhinestone Tassel Keychain - Pink Glitter Shoe Charm with Gold Tone Hardware,,2119.0,49200.0,8241.0,144800.0,15.5,,MYS Scents,钥匙扣,,,130.83,products_sales_us.csv
293,"Polka Dot Pattern Hair Band, Casual Simple Hair Accessories for Women & Girls, Minimalist Headwear Suitable for Thick Hair, Headband, Hairband",2.78,2117.0,9003.65,22400.0,118600.0,8.0,,YourBeautyAccs,发带发箍,,,274.69,products_sales_us.csv
